"Code","Country","P_falciparum_Malaria_Incidence_Per_10k.sum","Dengue_Incidence_Per_10k.sum","Cutaneous_Leishmaniasis_Incidence_Per_10k.sum","Pasture_Mosaic_Area_ha_delta","Forest_Pasture_Mosaic_delta","area_mn_pasture_mosaic_delta","Agriculture_Area_ha_delta","Forest_Agriculture_delta","area_mn_agriculture_delta"
1718899,"Brazil",0,215.011496780096,47.2624804705775,19264.5899999999,9898,-2.7493959464603,15661.62,943,16.52279951417
1718907,"Brazil",0,1234.19812453197,46.9443908836259,295.0199999998,5166,-0.96260181769153,27899.19,3000,37.1474348480753
1719004,"Brazil",0,437.349253355357,119.630016127132,2966.94000000001,3897,0.37676855011939,654.030000000002,118,1.47280909090909
1720002,"Brazil",0,356.883688040977,58.794402320058,-1232.99999999999,835,-5.01150737963253,169.47,166,0.34215254237288
1720101,"Brazil",0,442.265962153197,173.258058007854,832.68,7437,-1.45694098393663,574.38,149,1.81707009459131
1720150,"Brazil",0,75.2751017692967,14.1139756607667,105.84,156,-0.34256942049684,18.45,24,0.50780769230769
1720200,"Brazil",0,271.344540682892,24.8527981799346,2109.6,7026,-3.68810377234,160.56,103,-1.51061865542999
1720259,"Brazil",0,2068.75066638158,55.8337339719761,8615.97,2260,4.41077830433433,52.56,-3,0.240375
1720309,"Brazil",16.0942219256173,743.131859216317,17.0692490229046,-96.5699999999997,-4408,-11.4796428138266,643.41,16,0.58033864541833
1720499,"Brazil",0,908.548043851367,16.1689005917971,7234.1099999999,3779,-1.73250410094058,17407.89,1082,19.2397636188424
1720655,"Brazil",0,1060.87578856694,63.3472014906518,-2402.37,3554,-1.00459736362813,12420.27,610,37.1262835403955
1720804,"Brazil",0,569.660254818765,87.678957640062,574.560000000001,3633,-0.646962628899299,75.1500000000001,11,0.410142857142856
1720853,"Brazil",0,617.718032662632,11.296056347387,-14630.22,-746,-31.2837542127571,19123.92,1691,16.7516418250592
1720903,"Brazil",0,735.749036869175,70.0639233515211,15920.0099999999,3156,2.69098692463187,1853.54999999999,102,-1.0993116663589
1720937,"Brazil",0,1006.72452036824,37.9368950579632,134.010000000097,606,-2.26689064689217,488.97,9,0.83474642757075
1720978,"Brazil",0,1192.82716168696,4.33649869394863,-7989.84,5292,-13.5226609576495,15276.24,754,7.542662257131
1721000,"Brazil",0.382576469300893,2827.74218707968,36.6758736738108,-4663.3499999999,1515,-0.58037867491157,10094.22,756,24.6899317034135
1721109,"Brazil",0,1004.80097998489,370.471044548017,344.43,3348,0.14305094852577,3238.02,675,15.3249469496021
1721208,"Brazil",0,1175.14484700635,49.2186071040516,98.9099999999999,2441,-3.88553079231479,144.45,110,-0.0245081135902598
1721257,"Brazil",0,244.207800345617,50.3130148430435,2037.59999999998,579,0.70457690591257,3570.57,119,-25.1530530180142
1721307,"Brazil",0,103.385572810459,67.6319608122564,4928.4,407,0.79225306090582,-812.25,55,-18.5382148104614
1722081,"Brazil",0,162.314267052628,63.2812904471528,-689.6699999999,1950,-1.40694058810889,1152.99,304,0.66643038356991
1722107,"Brazil",1.10499296487812,272.482860787877,118.619179983406,-3160.0800000001,11002,-26.3970287175455,1973.61,12,1.28301502145923
2100055,"Brazil",0.467436367211746,34.365178937296,93.2281505743988,-91068.75,-76078,-56.3219195481637,64506.0600000001,12707,15.4379347826087
2100204,"Brazil",0.546475256029015,30.5701898097685,141.363377850226,2059.65000000001,14759,0.27147030791788,71.91,136,1.41571428571429
2100402,"Brazil",2.10504469946336,33.5476649578965,25.7864552311632,-4946.49,20789,-55.691698262244,1.53,0,-0.2925
2100436,"Brazil",110.048742601194,30.7649845606503,38.907827721697,2049.39,4851,1.1292725052436,1.89,0,0.945
2100477,"Brazil",3.21468472006746,92.6507087951753,187.212189805732,-16543.17,-8444,-23.3076105175689,2282.4,1590,3.97802816901408
2100501,"Brazil",0,315.133493193947,23.0991598086561,1597.86,5058,-0.1293792901679,39726.36,552,21.4572568668153
2100550,"Brazil",39.1421021598368,74.2204509099165,423.27993091638,4990.05,-5109,13.115322580645,18.72,3,3.744
2100600,"Brazil",0,81.5541741373993,118.247588024137,39815.64,76026,-0.528402230636601,2947.5,1314,0.736941978889522
2100709,"Brazil",0,3.09299757299206,7.5655418481481,6784.56,17272,2.55031041044086,557.46,27,1.07089117544471
2100832,"Brazil",0,127.456124898303,6.14590942588499,465.93,1443,0.49905646214099,37.4399999999998,102,1.19467372881356
2100873,"Brazil",13.9116734959087,83.5242364292174,124.523539435484,-2894.85,47388,-40.9204658843933,9.71999999999995,49,1.08
2100956,"Brazil",3.1116316202623,118.239629509246,247.067093508663,55489.6799999999,69663,5.7960041090453,2155.77,340,0.54908113332003
2101004,"Brazil",0,3.22789158870889,1.08188574272504,6383.7899999999,15140,0.95533069979564,899.1,412,1.41614654002714
2101103,"Brazil",0,87.5949675614357,214.61176677089,-136.70999999999,-267,-0.35191949250958,4.23,0,1.41
2101202,"Brazil",15.8985624742107,61.4361358980463,5.10475553710709,4461.3,26855,-5.3124675217176,21.15,45,-0.176788856304988
2101251,"Brazil",0,138.34730248961,8.02172359699197,-304.11000000005,3870,-4.67472152258305,381.24,511,2.58875706214689
2101301,"Brazil",0.678601537950592,25.0157987287887,4.09167868757392,1391.58,9763,-0.15228953496577,411.3,447,3.64647969052225
2101350,"Brazil",0,1.92654208361193,1.48465564722253,466.470000000003,786,0.37802293652075,12.33,-2,0.79684615384615
2101400,"Brazil",0.169766288409623,484.516762080597,22.9527282901644,-4493.6100000001,4713,-1.07440242538425,109155.6,3576,-2.5696047525104
2101608,"Brazil",0.23640287052432,1360.74626057346,41.4690967005391,19502.19,77499,0.2514204150958,1859.31,6014,-3.42818437655654
2101772,"Brazil",10.7048933242032,14.8766973544827,24.9451347411502,128.610000000001,4529,-6.2793630759248,16.47,7,0.14921052631579
2101806,"Brazil",3.89171172234443,114.447840702904,4.49772367858969,1839.24000000001,15,0.06148248805893,4860.99,0,11.1069498381877
2101905,"Brazil",0.515834813914108,310.152382472953,17.4938179363929,3965.31,17360,-0.22941752096925,156.24,19,0.95381578947368
2101939,"Brazil",1.7776637594312,13.0622905148991,14.3479227758403,2018.79,-2675,5.68876566965121,1.35,0,0.675
2101970,"Brazil",88.9559773362905,206.486301079931,35.3766663555378,2258.82,4730,4.4235646964856,8.64,0,0.648
2102002,"Brazil",23.2862942163631,149.732294548575,68.9272390173967,-16124.13,-19439,-9.6220435489148,10047.78,2192,11.541390935888
2102036,"Brazil",0.94115243988262,231.202207404707,95.9835604317108,22371.48,-74773,11.3690786186786,5673.50999999999,501,4.64997933884297
2102077,"Brazil",0,27.1738884049005,18.0039446335387,-78.2999999999956,3265,-35.772447841726,4.95,3,-0.05
2102150,"Brazil",8.56837489321397,56.3048040995363,708.789446653093,2535.39,-1099,5.3522293645462,16.11,141,1.12384615384615
2102309,"Brazil",0.991888298596497,388.33551138265,45.1926452231425,3595.31999999999,466,8.53301291426333,2.79,0,0.6975
2102325,"Brazil",1.13974712212627,76.9361077308853,195.448302520964,5175.27,-78317,3.3885891299407,32121.6299999999,1948,43.4503846153847
2102358,"Brazil",0,42.6464746237969,35.6087312081067,4832.64,13913,0.0061419151042017,654.84,366,1.41947635135135
2102374,"Brazil",2.65952870022575,209.533748953097,135.861816742526,598.23,3538,0.0909762588202101,22.5,25,0.45204545454545
2102408,"Brazil",0,8.51982327533707,0,-435.78,2419,-1.49670686070688,12.87,3,0.574375
2102507,"Brazil",37.0765827438172,9.91079981200872,0.747928019407412,5444.18999999998,10678,1.7303233167143,180.9,41,2.79819466248038
2102556,"Brazil",0,660.177523696738,36.7053204593855,3018.24,3992,3.0285221472748,1234.26,179,2.1028779979145
2102606,"Brazil",27.3311892255939,33.5902474470974,191.192138308685,3306.5100000001,9784,-0.358255853623501,296.099999999999,598,1.3656817512516
2102705,"Brazil",27.2687504814062,233.966163205096,75.2080781858196,1428.75,7440,-0.0614770704276806,10.26,0,2.565
2102754,"Brazil",0.979585063133297,77.4937612081967,7.2122527770601,2700.63,9280,2.36240372954411,10.98,14,1.56857142857143
2102804,"Brazil",0,231.601952364225,37.6641120877265,9132.93,7467,0.0176656961619592,16842.15,1354,-0.647505498078502
2102903,"Brazil",1.04564700228382,127.513618767857,154.352868467089,3401.73,8095,1.40164820024935,20.34,12,0.876
2103109,"Brazil",0,87.2100085459025,59.8784866268597,341.55,3483,0.02737021000216,101.34,692,1.06508474576271
2103125,"Brazil",0,39.2500555470935,21.410616773106,2979.54,11270,0.22867583894158,25.47,-33,1.45431818181818
2103158,"Brazil",23.5285220617177,8.30844588457137,182.726502376929,8140.67999999999,6956,-1.4235273559395,77.49,33,0.50027027027027
2103174,"Brazil",199.953036391618,15.3925996413188,97.0663571753665,-6712.64999999999,25034,-20.7590155171419,1773.72,76,1.75929726058411
2103257,"Brazil",0,150.246916287425,93.4570954720791,-7808.8499999999,-27,-33.1728070839563,7993.26,1413,5.51621413769794
2103307,"Brazil",2.90209949936865,20.1743152767057,23.85947173929,15744.51,49881,3.92927155015322,0,12,0
2103505,"Brazil",0,68.9653639033024,81.9900210998785,23081.94,11642,2.37428256146896,2467.79999999999,205,13.0052922077922
2103554,"Brazil",51.3805255884769,62.8948651821161,3.15171291659212,6818.58,20388,-0.200948130578601,151.11,140,0.5402752293578
2103604,"Brazil",27.3879393489263,45.2712755907984,14.9456167882711,3193.29000000001,31730,-1.2207223259376,6.48,2,0.796636363636364
2103703,"Brazil",0,398.030560637249,33.939292938039,943.47,5458,0.03814201474201,101.34,459,0.28590612244898
2103752,"Brazil",0,51.9186788096537,16.9906099662064,-839.34,4908,-6.1887100599594,124.11,9,-0.21792857142857
2103802,"Brazil",1.00536637765082,73.0380159135024,20.8153380571537,2984.94,5596,4.07538050381443,17.01,10,2.12625
2104008,"Brazil",0.674679209879209,89.9496324273929,49.0566126403958,1946.16,9055,0.40008111592807,5.21999999999998,7,0.401538461538462
2104057,"Brazil",5.28496498146667,177.990948382485,7.25361352538801,4695.1199999998,13427,-2.38154021911699,2554.38000000001,869,-0.69657796506427
2104073,"Brazil",0,454.976280894956,30.111078253609,3085.74,5205,-1.92623584476545,1929.51,770,1.38575442477876
2104081,"Brazil",0,72.5222780112369,118.741664753299,2608.56,2984,1.12540929380641,6829.56000000001,10,49.8222732012513
2104099,"Brazil",0.66705364497731,257.165449843434,73.3691977220626,14799.6000000001,14932,-1.28910952354023,1227.96,373,-5.88985412024511
2104107,"Brazil",0,428.752236786714,34.8281638388219,187.74,2094,-1.5986734138806,4446.54,647,-21.9041355585943
2104206,"Brazil",19.1171288797119,296.465176921654,36.0708478085994,10346.4,11346,6.0315673525155,1289.34,653,12.7657425742574
2104305,"Brazil",1.46740462733102,59.5567299874646,98.7141286319196,2133.98999999999,3399,0.33430558182225,71.1000000000001,35,-0.408
2104404,"Brazil",2.85211959454904,68.5826652224222,43.2821266557819,15099.03,45722,3.93383509807314,22.77,35,1.423125
2104503,"Brazil",2.4537407343977,240.98740525524,22.7246585493528,4927.68,6243,4.70622382745738,-0.810000000000003,0,-0.81
2104552,"Brazil",0.637886718823286,189.884245148353,29.8378374893598,-2092.95,2373,-4.0818099974905,220.05,139,0.6398
2104602,"Brazil",0,44.1167370016821,56.534806252489,5260.77,21901,0.33450598313502,586.17,332,19.134
2104628,"Brazil",17.3890004159051,198.167130869058,47.7009936567771,7756.92,13665,4.03063870410525,1113.84,266,20.6266666666667
2104651,"Brazil",0,49.3344203480527,51.0332264362304,4263.03,9397,-29.9179698957145,33.39,42,0.311931818181818
2104677,"Brazil",27.2965239228843,299.492414395025,243.028430309393,-2987.55,19695,-42.749525547445,105.12,-2,2.3825
2104701,"Brazil",0,69.1608101327985,21.593358307,4725.63,5509,4.19705416161131,0.629999999999997,3,0.63
2104800,"Brazil",0.885445539492574,107.035707216418,64.9623277108867,26560.17,91542,-1.27996009546652,21216.6,13071,1.81352258973392
2104909,"Brazil",1.0538235196879,165.313813245854,83.1658050475144,466.289999999997,4252,0.149778170217615,45.54,304,0.73431818181818
2105005,"Brazil",0.517170779729258,197.890603955,66.378791456808,-318.420000000001,-29,-1.22091879229568,14.13,8,-0.6375
2105104,"Brazil",0,17.4906624563482,45.2073137456468,2586.87,16243,0.0287089789815402,191.88,237,2.04
2105153,"Brazil",1.75902587216642,122.569537850873,10.9757325853311,3977.1,14144,-0.2383560984669,2.52,5,0.36
2105203,"Brazil",1.86654243263535,118.567599782772,41.7318080169558,271.260000000002,1187,1.463890699774,16.29,5,1.48090909090909
2105302,"Brazil",0.117203174281288,181.403776846007,26.3819004138528,-3937.14000000001,12077,-5.7482245257027,452.070000000001,628,0.11373946417821
2105351,"Brazil",14.3664002155439,276.673550319995,185.955231134993,10536.03,20145,3.0495260727381,150.48,321,0.264939209726443
2105401,"Brazil",0,151.469854412041,37.8969569232901,5881.8599999998,22405,-1.06175813701088,41.49,67,-0.86776363636364
2105427,"Brazil",0.288786815647444,115.128030760426,173.173920443737,-36912.6,-747,-32.103880738622,25722.72,9143,10.2490136711673
2105450,"Brazil",0,44.7939086892667,60.6829914077884,11740.05,6347,5.36139057541468,490.14,161,3.51181034482759
2105476,"Brazil",0.748134943593559,149.017499912718,58.4118328028532,7781.94,31379,-0.1150397073947,1928.87999999999,7316,0.603950401167033
2105500,"Brazil",0,348.068292350083,79.9822870632168,-3677.4,4939,-47.2878109423984,817.110000000003,179,0.58336911852293
2105609,"Brazil",4.84799667734666,227.45369609786,51.0313317571042,2797.38,8347,0.37607158407063,1.53,-1,0.51
2105658,"Brazil",22.672702984127,271.807763228457,162.251188244513,-1272.06,10013,-47.638160753249,8.18999999999997,0,2.0475
2105708,"Brazil",2.48556990532874,168.832421982196,122.388516028015,8270.6399999999,25476,2.8947282480498,134.1,38,1.36181818181818
2105807,"Brazil",0.757700690399041,88.1636507254325,91.3471943953286,1529.73,4606,1.722438053171,2.34,5,0.78
2105906,"Brazil",1.73257667670957,106.90227301265,7.54674395226235,2263.68,21498,-20.8255701167898,8.01,4,0.2925
2105948,"Brazil",0,139.938613610137,47.4906425967158,79.1100000000006,-1947,7.1985932873221,1.71,0,0.4275
2105963,"Brazil",4.31226271855006,817.013839740107,127.187658050725,11914.47,18857,9.8811729957697,12.24,0,0.604285714285714
2105989,"Brazil",1.51282968563399,253.364963012563,52.8327649475513,8190.81,8924,1.77172237442223,641.7,145,1.32885180240321
2106003,"Brazil",1.65686009697964,37.9349395057886,13.2946326057631,1944.72,7325,0.31771114247633,0.629999999999999,0,0.63
2106102,"Brazil",0,96.9163593555529,17.2823973499927,3304.35,157,-0.73524899511393,24397.9200000002,43,11.4661549173087
2106201,"Brazil",3.79249546945517,57.136934544206,273.320620236718,3694.41,4506,2.00307150595885,5.4,8,0.45
2106326,"Brazil",14.2235611757971,147.262029188408,107.254676939229,-3662.28,22603,-135.8178875969,52.65,24,4.3875
2106359,"Brazil",5.55693807510653,0,413.288917730095,16297.92,24848,7.21677993217315,150.39,314,2.84712244897959
2106375,"Brazil",14.084533689469,373.695386760458,317.855317682973,-1533.42000000001,15763,-62.123221978022,113.04,153,0.57391304347826
2106508,"Brazil",1.03457952655518,1.35608608587355,3.31351647754801,3296.07,4141,5.3812459912802,-2.52,1,-0.42
2106631,"Brazil",65.4967764501391,74.5089603306348,8.06253976012905,2962.17,-2945,3.7605642593218,0.18000000000001,0,0.75
2106706,"Brazil",0,66.280395519527,94.5258820227995,12142.89,4142,1.68186798838479,11026.53,644,7.4449686028257
2106755,"Brazil",0,314.0653891554,2.28412985600786,3183.48,3134,4.6037496955576,7.56000000000001,4,1.89
2106805,"Brazil",0,31.1492674726806,69.141507146064,1500.93,10529,0.37962836128514,73.35,117,0.45949888017917
2106904,"Brazil",205.666346521487,11.0099383486592,4.00226999729263,10846.4400000001,28825,0.949830321835101,90,61,1.32948837209302
2107001,"Brazil",0,286.600333162998,921.516356864745,967.320000000102,6220,0.332722886318971,212.04,217,0.57804054054054
2107100,"Brazil",0,117.487551257096,149.177968329485,2556.09,10517,0.92785550239235,21.7800000000001,25,-0.66375
2107209,"Brazil",0,271.918326018624,87.0660011243879,295.65,-316,4.0201657119476,11.97,0,-2.124
2107258,"Brazil",0,187.65268672972,58.0965684455116,-2143.44,202,-2.1711486193453,1764.27,444,-0.93702623424912
2107308,"Brazil",0,523.829522528272,24.7024200677932,843.03,35,0.43496987902832,372.42,0,3.52847058823529
2107357,"Brazil",20.240056226585,183.342262743877,38.6178293699751,-5388.48,92048,-63.1790728108918,0.45,7,-0.54
2107407,"Brazil",1.08597371870969,27.6851461357946,21.7559254940054,-334.800000000003,17071,-122.228882722008,-4.32000000000003,1,-1.90523076923077
2107456,"Brazil",0,7.5087261335692,9.68267580540775,2772.90000000001,6546,3.0424521127515,6.66,0,0.605454545454545
2107506,"Brazil",0.109736436318268,75.3788180627466,0.640603624718952,-400.950000000001,-3948,-1.8192666666666,70.74,189,0.734727272727273
2107605,"Brazil",0.501147332599103,0.559234563590891,2.21586559394214,3679.92000000002,14264,2.06550070751939,5.13000000000001,7,0.87
2107704,"Brazil",0,326.888088807654,45.4789801909961,440.19,245,0.44914838539838,18.81,0,1.10647058823529
2107902,"Brazil",0,13.7534918978887,40.3834466461697,0,0,0,0,0,0
2108009,"Brazil",0.450680925857686,83.4670202215571,38.3083511284986,1084.5,115,-0.17314759928159,8041.67999999999,88,27.1674410311393
2108108,"Brazil",3.54610341236796,13.264757616988,303.544570469151,-716.3100000001,14145,-6.8058824007993,32.85,40,0.83142857142857
2108207,"Brazil",1.52549618955831,628.619967819758,10.6199283006591,657.720000000001,82,1.9082345759706,0,0,0
2108256,"Brazil",48.2098068322822,6.09694294135337,98.9766566919021,18797.04,56588,1.6765474482476,26.0100000000001,64,1.0695
2108306,"Brazil",16.3120105689895,43.5587633127174,2.47781124295779,12976.38,33170,4.7738514936763,27,20,3.22875
2108405,"Brazil",0,70.7292190414338,3.69959121030899,808.92,7415,0.33873235615839,60.8399999999999,13,1.90125
2108454,"Brazil",28.6494183574594,23.2471550289233,26.8030724571597,1603.62,8468,0.83567867698102,0.989999999999993,0,0.99
2108504,"Brazil",71.4699467712937,282.83744096221,26.3669169518608,-1136.43,6141,-5.8527128329834,7.38,35,-0.304591304347826
2108603,"Brazil",0.849675911497874,73.950604306474,36.6487065481682,9907.2,34070,1.14466853910365,143.46,31,1.943
2108702,"Brazil",2.15736652772268,175.276513069274,22.8837114196073,7315.47,28019,-0.7430947390485,11.97,2,1.03363636363636
2108801,"Brazil",80.7612880563452,41.9746163913971,22.9220071776127,2162.88,10080,0.90698235730426,2.24999999999999,0,1.125
2108900,"Brazil",0.584710172925168,78.3429260181266,44.0571894717065,2065.77,2741,5.3851646577342,15.66,12,0.497647058823529
2109007,"Brazil",0.530650806797325,146.077498386916,44.5676219643946,10792.53,17318,1.5371216836091,716.939999999999,392,1.35530957943925
2109056,"Brazil",1.78480813312569,110.462022308467,95.6737705412314,372.959999999999,3934,-0.0683634453781401,77.7599999999999,389,1.19294117647059
2109106,"Brazil",2.01890801190735,113.411126947431,12.8621647882744,3799.89,-9301,17.5665213648429,31.95,6,0.12272727272727
2109205,"Brazil",0,168.277789405418,60.2907965697397,279.000000000009,8329,0.613033450704229,11.16,19,0.52363636363636
2109239,"Brazil",17.2661131001672,186.067505861023,69.1821857880455,7099.92,-11866,45.8690111034005,6.74999999999998,0,0.964285714285714
2109270,"Brazil",5.25041628737721,174.387625961512,49.2408112568957,6258.69,20043,1.60530124716325,0,0,0
2109304,"Brazil",0.980212771518937,45.3030999343777,118.183482436773,400.86,2158,-0.21412940481207,18.9,2,0.9
2109452,"Brazil",3.48821356704101,20.6835583602908,0,-197.640000000005,-261,-0.53703028810638,0.63,0,0.63
2109502,"Brazil",0,180.904704585797,35.0391409161238,5829.75,6603,-1.4588460958116,28758.8700000002,1842,-21.5544486656608
2109551,"Brazil",0,24.9389025434782,38.9053272520134,4936.32,9395,0.999383363692701,365.76,332,-0.53319078947368
2109601,"Brazil",0,172.333787165947,32.6861546871512,2934.36000000002,25144,-0.41565144592088,36.99,89,-1.07129032258065
2109700,"Brazil",0,52.5564907195102,20.8323119257026,-730.17,262,-0.93499532777927,20563.1999999999,297,-10.5720740740741
2109759,"Brazil",0,296.214009307497,16.1226890141338,4038.21,-13880,8.3915717022702,12.69,0,1.81285714285714
2109809,"Brazil",7.11538666878919,167.198443885193,12.2202983405615,24379.65,53686,2.7099394051305,-95.939999999999,-948,1.90831315387329
2109908,"Brazil",3.13423948359032,97.0717855571629,19.8867064364138,159.480000000003,14233,-33.641693694775,23.76,33,-0.717606382978723
2110005,"Brazil",0.940811481484862,33.4116292676207,156.216991360105,-969.659999999974,9379,-7.3807691716178,14019.84,4166,12.6806399367385
2110039,"Brazil",17.8649653616767,204.907305039759,128.370516064106,-883.170000000013,18343,-17.406994073968,14.31,1,0.252391304347826
2110203,"Brazil",0,75.4249990052413,14.0758602959973,5717.52,27801,-3.910715762892,194.85,77,0.10191818181818
2110302,"Brazil",0,34.2866070087404,33.590902664504,4327.11,8654,2.25384042893642,0,0,0
2110500,"Brazil",0.706272158436315,3.46426459216435,10.4295389252564,3903.57000000002,13935,1.96469522968198,21.06,-25,0.70815789473684
2110658,"Brazil",0,146.8042550754,88.1144342416988,1172.88,132,0.34807640935888,14303.16,134,78.6865925438389
2110708,"Brazil",2.04852438699695,77.2460913719797,86.6765030416901,24661.17,23984,13.892611966131,299.25,110,0.5042511627907
2110807,"Brazil",0,296.315030042707,19.4506139674167,2799.54,32,-0.49011387967252,3679.29,0,-1.17197324512616
2110856,"Brazil",0,276.381486255263,65.0953946039645,-6985.71,5299,-95.77976519337,1768.95,1589,1.3364880794702
2111003,"Brazil",1.00306051464085,1.54602794717327,0.530624968006436,1879.29000000002,2619,-1.41214955777874,-140.31,-24,-0.90771273229389
2111029,"Brazil",2.56051684392391,9.04950670495373,440.368539887429,-1570.59,2663,-14.9417410116225,30.78,32,0.384
2111052,"Brazil",1.39589420983082,304.4215177545,44.4358747641213,12760.1999999999,18591,-0.0720404375871597,419.399999999999,241,-1.36097258437012
2111078,"Brazil",5.1533707616616,31.6452213801657,12.1908232773136,189.81,787,2.20159090909091,0,0,0
2111201,"Brazil",0.457858357656685,76.9025768091892,0.912304569491835,-957.78,-3744,-2.0065481246995,73.6200000000001,56,0.47377358490566
2111250,"Brazil",4.10694835654828,246.940562486313,17.472163747794,1857.87,-2467,4.41653451488834,0.81,4,-0.2025
2111300,"Brazil",0.0836266897581293,343.417980743941,4.26291327178307,784.43999999997,4281,-0.92482845132608,103.59,317,0.0791632653061201
2111409,"Brazil",20.7961958041827,31.3724926410213,20.8731081211624,4884.75,17076,-1.353994569946,7.2,0,1.44
2111508,"Brazil",56.8971993038416,55.9841038430066,0.75413248766835,1892.34,7938,0.0710939992245017,56.79,10,0.318196022727273
2111532,"Brazil",19.4975444563129,367.037917439648,33.8861411670927,1432.62,-6901,-5.4261687375969,616.77,30,0.12136412811855
2111573,"Brazil",0,1749.43503946628,24.9062107111422,1229.22,4323,-3.00943073749273,1201.95,411,0.49085497241559
2111607,"Brazil",0,93.8110987789392,23.1265458694835,1987.01999999999,721,-0.68100046909885,6431.5799999999,30,-56.66242475292
2111631,"Brazil",0,575.802602621905,14.1185469173071,1630.25999999999,8492,0.20595373059482,4.05,-1,-0.147272727272727
2111672,"Brazil",4.53881543844109,100.826452601094,92.0260806683522,1701.27,6592,-0.41777090124679,0.540000000000001,0,0.54
2111706,"Brazil",0,1.52303091513851,6.12741432217615,4115.7,13759,2.5110958473408,1.62,0,0.269
2111722,"Brazil",0,18.3111406762662,0,-44.9099999999999,13328,-2.9016306148581,20.97,67,0.374012925969448
2111748,"Brazil",0,157.851732784501,30.3399532744986,3982.95000000001,18307,3.05142214989445,43.74,73,7.29
2111763,"Brazil",0,50.8021149041308,67.4296248666881,-2488.32000000001,1921,-25.0608812159822,3161.79,158,0.61332718211523
2111789,"Brazil",1.33910777612009,0,21.115730746353,3143.61,19295,0.4101868777668,790.02,-935,9.27181337028376
2111805,"Brazil",0,120.088893873215,92.1519142555816,15703.7399999998,24179,-1.14224164441022,4423.13999999999,1538,1.10670466010416
2111904,"Brazil",3.61882997136473,25.4838099973597,61.9096985928093,1643.04,875,0.21112182415938,3779.64,1197,-5.7692321066357
2112001,"Brazil",0,1162.35195367934,21.2124338745075,937.08,2795,-0.19317372082852,36911.34,1659,23.01490909091
2112100,"Brazil",7.90769088194526,22.4357698436467,28.0546377198028,103.86,862,-0.60801312274085,0,0,0
2112233,"Brazil",0,97.3638281480123,14.4966988432383,682.74,2011,1.7061160822497,0.449999999999998,0,0.45
2112274,"Brazil",5.56957961140715,72.5818088588466,161.144988171621,439.380000000001,3821,-4.3287935977067,6.93,-6,0.176785714285714
2112308,"Brazil",0.892774230837068,124.773082754506,16.3027119250257,33903.99,48662,4.6384264161263,285.48,394,0.91056629834254
2112407,"Brazil",14.5401766335403,126.736527687518,233.711894275344,3100.95,11681,-0.30763292032292,1041.03,1174,2.82864289821736
2112456,"Brazil",34.8418693368318,152.764588594528,42.6082840061535,18412.47,39597,1.92915835800535,561.779999999999,-193,5.53213230318069
2112704,"Brazil",1.77454138543665,127.638298652535,30.8953592931641,-54.6300000000001,4274,-1.55314725589725,0,0,0
2112803,"Brazil",0.47039313336706,13.6343212673204,12.3703562092852,7257.5099999999,28412,1.0166391440297,37.2599999999991,28,1.21660135135135
2112852,"Brazil",22.2336386671239,201.217950546676,42.6982403151164,-5063.0400000001,742,-51.504788723578,6976.71,3341,1.10964318034906
2112902,"Brazil",0,4.64949575977849,5.49073154026727,8767.53,28920,0.79379375998616,289.17,-54,0.18069844789357
2113009,"Brazil",1.5245139602882,108.025131233605,127.537441793049,-4188.7800000001,28640,-30.2285946878753,38.34,18,0.104977777777778
2114007,"Brazil",2.40365135950523,235.857046385206,148.575052717442,-4612.41,50947,-59.0332504404998,63.1800000000001,55,0.43296256684492
2200806,"Brazil",0,142.096732959018,6.69371793279646,0,0,0,0,0,0
2201309,"Brazil",0,250.910073819922,5.98216453104306,0,0,0,0.45,0,0.225
2204402,"Brazil",0,193.325651023768,1.98691319427182,0,0,0,0,0,0
2208551,"Brazil",0,186.368281777257,35.62587357707,0,0,0,0,0,0
2208908,"Brazil",0,530.834308865596,13.4284233934995,-5.31,0,-1.13946428571429,0.089999999999998,0,0.09
2209203,"Brazil",1.5662236198806,127.378909809236,12.8340447489954,-0.17999999999998,0,0.112410714285714,0,0,0
2211209,"Brazil",1.07301239182036,383.271664778314,15.3002205240715,1.89,-3,-0.419142857142857,0,0,0
2903201,"Brazil",0,1739.88219786245,7.72239826484463,2.52,0,0.35775,7.28999999999999,0,-0.26421658986175
2908101,"Brazil",0,256.722180498061,101.567102907881,0,0,0,0,0,0
2909307,"Brazil",0,1465.71071145138,66.1571135435067,-5.76,0,-0.52633928571429,129.599999999999,0,0.7364861751152
2911105,"Brazil",0,485.924673914098,3.95142853592272,3.15,0,-0.059247311827957,5345.1,0,18.0976348890154
2917359,"Brazil",0,859.658777876657,57.8480417056334,4.32,0,0.9775,66.1500000000001,0,0.336056149732619
2919553,"Brazil",0,949.761938278305,2.88969787210073,9.26999999999997,0,0.4275,-12.33,0,-0.1561041388518
2928901,"Brazil",0,300.375299078136,6.58430783937297,-12.0599999999999,-1,0.146967084639499,21.6,-2,-0.10607262740311
3109303,"Brazil",0,695.859854481267,17.8528910725066,7.3799999999999,10,0.097700105042019,39.42,7,0.42803571428571
3126208,"Brazil",0,119.088857547729,1.06656673006116,-8.1899999999999,0,-0.37069559997913,142.29,0,3.23883295194508
5000252,"Brazil",0,3009.0648867146,61.3921956309185,1.7099999999995,18,0.13232142857143,0,0,0
